number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.0,0.0,0.0,0.0,50
0.48684210526315785,0.0,0.0136986301369863,0.0,85
0.039473684210526314,0.0,0.9808219178082191,0.0,175
0.0,0.0,0.0,0.0,87
0.02631578947368421,0.0,0.0,0.5,200
0.0,0.0,0.0,0.0,250
0.02631578947368421,0.0,0.0,0.0,60
0.06578947368421052,1.0,0.852054794520548,0.5,95
0.09210526315789473,0.0,0.20821917808219179,0.0,90
0.25,0.0,0.24657534246575344,0.0,230
0.5263157894736842,1.0,0.852054794520548,0.0,47
0.11842105263157894,1.0,0.0,0.0,70
0.0,1.0,0.8684931506849315,0.0,58
0.19736842105263158,0.0,0.0,0.5,61
0.21052631578947367,0.0,0.0136986301369863,0.5,122
0.4473684210526315,0.0,0.0,0.5,150
0.18421052631578946,0.0,0.008219178082191782,0.5,115
0.0,0.5,0.8931506849315068,0.5,125
0.05263157894736842,0.0,0.4931506849315069,0.0,65
0.21052631578947367,0.0,0.0,0.0,55
0.13157894736842105,0.0,0.07123287671232877,0.5,135
0.3026315789473684,0.0,0.14794520547945206,0.0,45
0.05263157894736842,0.0,0.0,0.5,140
0.9605263157894737,0.0,0.08767123287671233,0.0,150
0.039473684210526314,0.0,0.4904109589041096,0.0,85
0.09210526315789473,0.0,0.0,0.0,98
0.013157894736842105,0.0,0.0,0.5,250
0.06578947368421052,0.0,0.0,0.0,55
0.02631578947368421,0.0,0.0,0.0,60
0.6052631578947368,0.0,0.7123287671232876,0.0,90
0.09210526315789473,0.0,0.0,0.0,55
0.13157894736842105,0.0,0.0,0.0,60
0.039473684210526314,0.0,0.8657534246575342,0.5,140
0.0,0.0,0.0,0.0,63
0.0,0.5,0.25205479452054796,0.0,70
0.09210526315789473,0.5,0.0,0.0,70
0.10526315789473684,0.0,0.2356164383561644,0.0,130
0.039473684210526314,1.0,0.03561643835616438,0.0,50
0.0,0.0,0.24383561643835616,0.0,150
0.0,0.0,0.8712328767123287,0.5,250
0.10526315789473684,0.5,0.0,1.0,26
0.07894736842105263,0.0,0.005479452054794521,0.0,50
0.9605263157894737,0.0,0.15342465753424658,0.5,226
0.513157894736842,0.0,0.13424657534246576,0.5,225
0.013157894736842105,0.5,0.0,0.5,100
0.894736842105263,0.5,0.08767123287671233,0.5,150
0.013157894736842105,0.0,0.0,0.5,100
0.10526315789473684,0.0,0.0,0.5,140
0.0,0.0,0.0,0.0,55
0.3289473684210526,0.0,0.0,0.0,55
0.11842105263157894,0.0,0.0,0.5,99
0.02631578947368421,0.0,0.0,0.5,70
0.0,0.0,0.0,0.5,150
0.6842105263157894,0.0,0.0,0.5,195
0.0,1.0,0.24657534246575344,0.0,155
0.0,0.0,0.0,0.5,150
0.3026315789473684,0.0,0.43561643835616437,0.0,110
0.02631578947368421,0.0,0.0,0.0,150
0.02631578947368421,0.0,0.0,0.0,44
0.6447368421052632,0.0,0.12602739726027398,0.0,65
0.06578947368421052,0.0,0.18356164383561643,0.0,75
0.05263157894736842,0.0,0.2410958904109589,0.0,37
0.05263157894736842,0.5,0.2410958904109589,0.0,89
0.039473684210526314,0.0,0.0,0.0,94
0.75,0.0,0.0,0.5,99
0.11842105263157894,0.0,0.0,0.5,140
0.02631578947368421,0.0,0.8849315068493151,0.5,101
0.039473684210526314,0.5,0.0,0.5,245
0.05263157894736842,0.5,0.0,0.0,90
0.25,0.0,0.0,0.0,90
0.0,0.0,0.0,0.5,80
0.43421052631578944,0.0,0.0,0.0,115
0.013157894736842105,0.0,0.0,0.0,180
0.013157894736842105,0.0,0.0958904109589041,0.0,65
0.06578947368421052,0.0,0.0,0.5,110
0.07894736842105263,0.5,0.24383561643835616,0.0,49
0.02631578947368421,0.0,0.5534246575342466,0.5,100
0.3026315789473684,0.0,0.024657534246575342,0.0,80
0.02631578947368421,0.5,0.0,0.0,50
0.013157894736842105,0.0,0.0,0.0,75
0.02631578947368421,0.0,0.0,0.5,130
0.3157894736842105,0.0,0.4301369863013699,0.0,55
0.013157894736842105,0.0,0.0,0.0,45
0.35526315789473684,0.0,0.1726027397260274,0.5,175
0.18421052631578946,1.0,1.0,0.0,70
0.039473684210526314,1.0,0.4246575342465753,0.0,49
0.02631578947368421,0.0,0.1178082191780822,0.5,68
0.013157894736842105,0.0,0.0,0.5,175
0.05263157894736842,0.0,0.0,0.5,135
0.6973684210526315,0.0,0.9342465753424658,0.0,49
0.15789473684210525,0.0,0.0,0.5,90
0.013157894736842105,0.0,0.0,0.0,60
0.11842105263157894,0.0,0.0410958904109589,0.5,110
0.21052631578947367,0.5,0.4410958904109589,0.5,100
0.23684210526315788,0.0,0.0,0.5,150
0.10526315789473684,0.0,0.0,0.5,120
0.11842105263157894,0.5,0.0,0.5,65
0.013157894736842105,0.0,0.136986301369863,0.0,185
0.013157894736842105,0.0,1.0,0.0,33
0.039473684210526314,0.0,0.44931506849315067,0.5,150
0.15789473684210525,1.0,0.2054794520547945,0.0,129
0.02631578947368421,0.5,0.46301369863013697,0.5,79
0.06578947368421052,0.0,0.0,0.5,100
0.0,0.0,0.8794520547945206,0.0,35
0.5789473684210527,0.0,0.08493150684931507,1.0,39
0.513157894736842,0.5,0.0,0.5,151
0.25,0.0,0.0,0.5,140
0.3684210526315789,0.5,0.7424657534246576,0.5,207
0.09210526315789473,0.0,0.8465753424657534,0.0,65
0.0,0.0,0.0,0.5,225
0.15789473684210525,0.0,0.0,0.5,125
0.0,0.0,0.0,0.0,90
0.013157894736842105,0.0,0.0,0.0,40
0.3684210526315789,0.5,0.14794520547945206,0.0,40
0.02631578947368421,0.5,0.9972602739726028,0.0,90
0.013157894736842105,1.0,0.043835616438356165,0.0,57
0.05263157894736842,0.0,0.0,0.0,52
0.0,0.0,0.0,0.5,180
0.6447368421052632,0.0,0.6410958904109589,0.5,250
0.18421052631578946,0.0,0.8493150684931506,0.0,60
0.22368421052631576,0.5,0.4904109589041096,0.0,175
0.19736842105263158,0.0,0.9013698630136986,0.0,80
0.07894736842105263,0.0,0.016438356164383564,0.5,115
0.3026315789473684,0.0,0.2493150684931507,0.0,71
0.10526315789473684,0.0,0.336986301369863,0.0,65
0.23684210526315788,0.0,0.0027397260273972603,0.5,125
0.6973684210526315,0.5,0.03561643835616438,0.0,52
0.10526315789473684,0.0,0.4904109589041096,0.5,150
0.0,0.5,0.0,0.5,115
0.3684210526315789,0.0,0.9342465753424658,0.5,200
0.013157894736842105,0.0,0.0,0.5,50
0.13157894736842105,0.0,0.5150684931506849,0.5,250
0.09210526315789473,0.0,0.5506849315068493,0.5,209
0.17105263157894735,0.0,0.0,0.5,125
0.0,0.0,0.0,0.5,215
0.4473684210526315,0.0,0.16164383561643836,0.0,100
0.0,0.0,0.038356164383561646,0.5,200
0.013157894736842105,0.0,0.16164383561643836,0.0,68
0.3421052631578947,0.0,0.7698630136986302,0.5,249
0.22368421052631576,0.0,0.0,0.5,250
0.07894736842105263,0.0,0.12328767123287672,0.5,119
0.05263157894736842,0.0,0.0,0.5,120
0.02631578947368421,0.0,0.0,0.0,75
0.039473684210526314,0.0,0.0,0.0,79
0.0,0.0,0.0,0.5,190
0.02631578947368421,0.0,0.0,0.0,45
0.11842105263157894,0.0,0.0,0.0,60
0.0,0.0,0.589041095890411,0.5,130
0.15789473684210525,0.5,0.5178082191780822,0.0,180
0.13157894736842105,0.0,0.4383561643835616,0.0,74
0.013157894736842105,0.0,0.526027397260274,0.0,44
0.0,0.0,0.0,0.0,60
0.9210526315789473,0.0,0.9287671232876712,0.5,109
0.07894736842105263,0.5,0.41643835616438357,0.5,225
0.0,0.0,0.8493150684931506,0.0,65
0.02631578947368421,0.0,0.0,0.0,35
0.09210526315789473,0.0,0.0,0.5,100
0.5394736842105263,0.0,0.0,0.0,100
0.0,0.0,0.0,0.5,150
0.3026315789473684,0.0,0.5205479452054794,0.5,90
0.11842105263157894,0.0,0.4136986301369863,0.5,149
0.039473684210526314,0.0,0.010958904109589041,0.0,36
0.47368421052631576,0.0,0.0,0.0,40
0.17105263157894735,0.0,0.6027397260273972,0.0,70
0.013157894736842105,0.0,0.0,0.0,64
0.02631578947368421,0.0,0.0,0.5,150
0.7763157894736842,0.5,0.09863013698630137,0.5,79
0.05263157894736842,0.0,1.0,0.0,250
0.0,0.5,0.0,0.5,225
0.0,0.0,0.0,0.5,205
0.05263157894736842,0.0,0.0,0.5,130
0.06578947368421052,0.0,0.9972602739726028,0.0,99
0.0,0.0,1.0,0.0,70
0.02631578947368421,0.0,0.0,0.0,110
0.0,0.0,0.0,0.0,45
0.0,0.0,0.0,0.0,90
0.05263157894736842,0.0,0.2,0.5,90
0.06578947368421052,0.0,0.4821917808219178,0.5,128
0.07894736842105263,0.0,0.030136986301369864,0.0,49
0.039473684210526314,0.0,0.0,0.5,105
0.5394736842105263,1.0,0.0821917808219178,0.5,180
0.17105263157894735,0.5,0.0,0.0,90
0.013157894736842105,0.0,1.0,0.5,125
0.8289473684210525,0.0,0.0,0.5,190
0.0,0.0,0.1178082191780822,0.5,220
0.3157894736842105,0.0,0.6465753424657534,0.5,150
0.10526315789473684,0.5,0.6356164383561644,0.5,199
0.06578947368421052,0.0,0.0,0.0,75
0.06578947368421052,0.0,0.0,0.0,110
0.0,0.0,0.0,0.0,75
0.05263157894736842,0.0,0.07123287671232877,0.5,175
0.0,0.0,0.0,0.0,225
0.19736842105263158,0.0,0.0,0.5,179
0.09210526315789473,0.5,0.0,0.0,49
0.05263157894736842,0.0,0.0,0.5,89
0.09210526315789473,0.0,0.0,0.5,145
0.06578947368421052,0.0,0.0,0.0,112
0.4473684210526315,0.0,0.09315068493150686,0.0,70
0.11842105263157894,0.0,0.547945205479452,0.5,140
0.06578947368421052,0.0,0.0,0.0,115
0.18421052631578946,0.0,0.0,0.5,123
0.013157894736842105,0.0,0.0,0.5,125
0.3289473684210526,0.0,0.3917808219178082,0.5,59
0.43421052631578944,0.5,0.8328767123287671,0.5,150
1.0,0.5,0.27945205479452057,0.0,80
0.07894736842105263,0.5,0.0,0.0,40
0.0,0.0,0.08767123287671233,0.5,250
0.013157894736842105,0.0,0.9616438356164384,0.0,200
0.0,0.0,0.0547945205479452,0.0,225
0.013157894736842105,0.0,0.9342465753424658,0.0,180
0.881578947368421,0.0,0.0,0.5,84
0.0,0.0,0.0,0.5,89
0.0,0.0,0.0,0.0,50
0.6447368421052632,1.0,0.2876712328767123,0.0,53
0.013157894736842105,0.0,0.0547945205479452,0.5,60
0.3421052631578947,0.0,0.0,0.5,185
0.5,0.0,0.8438356164383561,0.0,80
0.06578947368421052,0.0,0.0,0.5,142
0.013157894736842105,0.0,0.0,0.5,180
0.2894736842105263,0.0,0.3506849315068493,0.5,170
0.18421052631578946,0.0,0.0,0.5,195
0.0,0.0,0.0,0.5,96
0.05263157894736842,0.0,0.0,0.5,160
0.19736842105263158,0.0,0.7890410958904109,0.0,80
1.0,0.5,0.0,0.0,45
0.02631578947368421,0.0,0.42191780821917807,0.5,240
0.3289473684210526,0.0,0.17534246575342466,0.0,70
0.11842105263157894,0.5,0.019178082191780823,0.0,75
0.11842105263157894,0.0,0.016438356164383564,0.5,175
0.2631578947368421,0.0,0.0,0.5,250
0.18421052631578946,0.0,0.0,0.5,200
0.039473684210526314,0.0,0.0,0.5,119
0.0,1.0,0.0410958904109589,0.5,93
0.06578947368421052,0.5,0.0,0.5,159
